Date,Time,State,City,Location_Zone,Ride_Request,Available_Vehicle,Completed_Rides,Cancelled_Rides,Average_Wait_Time,Surge_Multiplier
2026-06-02,01:00:00,Maharashtra,Mumbai,Powai,48,139,42,6,4.01,1.01
2026-05-03,16:00:00,Maharashtra,Mumbai,Andheri,103,129,95,8,6.48,1.0
2026-05-14,16:00:00,Maharashtra,Mumbai,Andheri,109,142,103,6,5.66,1.04
2026-07-28,18:00:00,Maharashtra,Mumbai,Powai,219,136,191,28,7.49,1.26
2026-05-17,09:00:00,Maharashtra,Mumbai,Thane,124,104,110,14,6.24,1.11
2026-05-17,00:00:00,Maharashtra,Mumbai,Kurla,83,192,76,7,4.43,1.02
2026-06-12,06:00:00,Maharashtra,Mumbai,Andheri,106,142,97,9,4.9,1.0
2026-07-24,13:00:00,Maharashtra,Mumbai,Andheri,127,151,118,9,6.12,1.01
2026-05-20,17:00:00,Maharashtra,Mumbai,Dadar,163,138,150,13,7.09,1.14
2026-06-24,00:00:00,Maharashtra,Mumbai,Borivali,59,183,58,1,5.69,1.02
2026-06-09,,Maharashtra,Mumbai,Borivali,103,190,97,6,4.21,1.02
2026-05-30,05:00:00,Maharashtra,Mumbai,Dadar,39,83,35,4,4.65,1.0
2026-07-27,17:00:00,Maharashtra,Mumbai,Dadar,152,97,128,24,7.15,1.19
2026-06-24,20:00:00,Maharashtra,Mumbai,Borivali,243,218,217,26,7.07,1.13
2026-05-14,18:00:00,Maharashtra,Mumbai,Dadar,173,116,158,15,7.02,1.17
2026-05-11,15:00:00,Maharashtra,Mumbai,Powai,73,138,66,7,4.21,1.01
2026-05-08,23:00:00,Maharashtra,Mumbai,Powai,95,137,89,6,5.58,1.02
2026-05-04,06:00:00,Maharashtra,Mumbai,Bandra,89,137,80,9,5.54,1.0
2026-05-15,16:00:00,Maharashtra,Mumbai,Powai,92,143,83,9,4.6,1.03
2026-06-20,20:00:00,Maharashtra,Mumbai,Borivali,221,207,198,23,7.61,1.06
2026-07-17,12:00:00,Maharashtra,Mumbai,Thane,118,113,106,12,5.91,1.04
2026-05-31,17:00:00,Maharashtra,Mumbai,Dadar,105,108,98,7,6.99,1.07
2026-06-09,23:00:00,Maharashtra,Mumbai,Kurla,149,200,133,16,5.39,1.03
2026-07-04,07:00:00,Maharashtra,Mumbai,Dadar,97,116,89,8,6.4,1.03
2026-05-18,02:00:00,Maharashtra,Mumbai,Dadar,36,104,34,2,4.08,1.0
2026-05-03,06:00:00,Maharashtra,Mumbai,Lower Parel,114,158,107,7,5.31,1.0
2026-06-21,07:00:00,Maharashtra,Mumbai,Borivali,188,189,170,18,5.97,1.04
2026-06-27,23:00:00,Maharashtra,Mumbai,Lower Parel,127,147,112,15,5.79,1.0
2026-05-01,11:00:00,Maharashtra,Mumbai,Thane,79,120,72,7,6.02,
2026-06-29,06:00:00,Maharashtra,Mumbai,Bandra,95,103,88,7,5.5,1.01
2026-07-19,12:00:00,Maharashtra,Mumbai,Kurla,199,211,177,22,5.28,1.02
2026-05-26,02:00:00,Maharashtra,Mumbai,Thane,34,114,33,1,4.87,1.0
2026-06-01,09:00:00,Maharashtra,Mumbai,Andheri,188,155,170,18,,1.18
2026-07-14,11:00:00,Maharashtra,Mumbai,Andheri,89,129,86,3,4.9,1.04
2026-07-08,20:00:00,Maharashtra,,Borivali,304,217,269,35,8.36,1.18
2026-07-07,03:00:00,Maharashtra,Mumbai,Thane,47,104,44,3,4.15,1.01
2026-05-17,01:00:00,Maharashtra,Mumbai,Andheri,51,132,49,2,3.64,1.0
2026-05-10,09:00:00,Maharashtra,Mumbai,Kurla,215,208,199,16,6.39,1.07
2026-07-11,22:00:00,Maharashtra,Mumbai,Bandra,86,149,79,7,5.27,1.0
2026-06-05,22:00:00,Maharashtra,Mumbai,Kurla,143,213,123,20,5.91,1.0
2026-05-14,00:00:00,Maharashtra,Mumbai,Thane,42,108,40,2,5.07,1.01
2026-06-20,23:00:00,Maharashtra,Mumbai,Powai,80,143,75,5,4.72,1.0
2026-05-15,15:00:00,Maharashtra,Mumbai,Thane,74,132,68,6,5.05,1.0
2026-07-11,06:00:00,Maharashtra,Mumbai,,93,135,85,8,6.19,1.0
2026-05-22,15:00:00,Maharashtra,Mumbai,Andheri,106,145,104,2,5.33,1.0
2026-07-29,06:00:00,Maharashtra,Mumbai,Powai,92,150,84,8,4.83,1.01
2026-07-11,20:00:00,Maharashtra,Mumbai,Andheri,174,145,158,16,,1.12
2026-07-07,08:00:00,Maharashtra,Mumbai,Borivali,255,214,224,31,6.09,1.13
2026-07-29,17:00:00,Maharashtra,Mumbai,Andheri,204,158,189,15,7.36,1.23
2026-07-23,13:00:00,Maharashtra,Mumbai,Borivali,164,191,146,18,5.49,1.03
2026-07-06,11:00:00,Maharashtra,Mumbai,Borivali,118,177,111,7,5.84,1.0
2026-06-08,07:00:00,,Mumbai,Thane,160,128,145,15,6.56,1.12
2026-06-12,16:00:00,Maharashtra,Mumbai,Powai,88,115,78,10,6.08,1.01
2026-07-09,08:00:00,Maharashtra,Mumbai,Andheri,214,150,189,25,6.94,1.17
2026-07-27,02:00:00,Maharashtra,Mumbai,Dadar,35,101,33,2,4.5,1.0
2026-06-02,15:00:00,Maharashtra,Mumbai,Thane,69,117,60,9,5.67,1.01
2026-07-24,20:00:00,Maharashtra,Mumbai,Borivali,245,197,225,20,8.36,1.19
2026-05-08,12:00:00,Maharashtra,Mumbai,Andheri,145,145,125,20,5.78,1.05
2026-06-23,00:00:00,Maharashtra,Mumbai,Kurla,65,193,62,3,,1.0
2026-07-17,19:00:00,Maharashtra,Mumbai,Lower Parel,257,166,223,34,7.22,1.25
2026-07-08,08:00:00,Maharashtra,Mumbai,Lower Parel,256,,219,37,7.71,1.21
2026-07-06,11:00:00,Maharashtra,Mumbai,Kurla,145,184,131,14,5.33,1.02
2026-07-24,,Maharashtra,Mumbai,Powai,164,140,137,27,7.38,1.14
2026-06-27,17:00:00,Maharashtra,Mumbai,Thane,132,119,116,16,7.33,1.11
2026-07-26,07:00:00,Maharashtra,Mumbai,Powai,109,159,105,4,6.87,1.04
2026-05-12,04:00:00,Maharashtra,Mumbai,Andheri,59,127,53,6,4.99,1.0
2026-05-10,23:00:00,Maharashtra,Mumbai,Thane,75,126,66,9,4.57,1.0
2026-05-22,15:00:00,Maharashtra,Mumbai,Thane,74,121,71,3,4.16,1.01
2026-06-20,07:00:00,Maharashtra,Mumbai,Andheri,138,161,127,11,5.47,1.06
2026-06-19,21:00:00,Maharashtra,Mumbai,,108,190,99,9,4.66,1.04
2026-06-27,06:00:00,Maharashtra,Mumbai,Lower Parel,105,164,103,2,,1.0
2026-07-24,22:00:00,Maharashtra,Mumbai,Borivali,105,197,97,8,5.62,1.0
2026-05-10,16:00:00,Maharashtra,Mumbai,Powai,96,142,87,9,5.9,1.0
2026-05-26,21:00:00,Maharashtra,Mumbai,Kurla,126,171,113,13,5.95,1.0
2026-07-20,11:00:00,Maharashtra,Mumbai,Lower Parel,98,173,92,6,5.1,1.01
2026-05-05,11:00:00,Maharashtra,Mumbai,Kurla,174,206,161,13,6.37,1.03
2026-07-18,08:00:00,Maharashtra,Mumbai,Andheri,137,151,120,17,6.33,1.05
2026-05-18,13:00:00,Maharashtra,Mumbai,Kurla,205,204,185,20,6.66,1.02
2026-05-11,10:00:00,Maharashtra,Mumbai,Borivali,139,193,123,16,4.82,1.0
2026-07-20,06:00:00,Maharashtra,Mumbai,Andheri,80,129,74,6,4.09,1.0
2026-06-19,17:00:00,Maharashtra,Mumbai,Thane,163,145,155,8,7.52,1.14
,20:00:00,Maharashtra,Mumbai,Powai,201,161,181,20,7.6,1.16
2026-06-24,03:00:00,Maharashtra,Mumbai,Bandra,35,121,33,2,4.55,1.01
2026-06-05,12:00:00,Maharashtra,Mumbai,Kurla,245,200,223,22,6.37,1.1
2026-07-29,00:00:00,Maharashtra,,Lower Parel,59,,51,8,4.71,1.0
2026-05-20,03:00:00,Maharashtra,Mumbai,Bandra,58,123,58,0,5.55,1.0
2026-06-06,17:00:00,Maharashtra,Mumbai,Dadar,,111,113,11,6.7,1.09
2026-07-03,13:00:00,Maharashtra,Mumbai,,118,110,108,10,6.36,1.08
2026-05-04,02:00:00,Maharashtra,Mumbai,Powai,69,123,63,6,4.84,1.02
2026-05-21,13:00:00,Maharashtra,Mumbai,Borivali,143,184,135,8,6.65,1.0
2026-07-10,22:00:00,Maharashtra,Mumbai,Thane,93,105,88,5,5.1,1.06
2026-06-25,04:00:00,Maharashtra,Mumbai,Lower Parel,45,173,42,3,4.13,1.02
2026-05-03,16:00:00,Maharashtra,Mumbai,Lower Parel,131,163,122,9,5.62,1.02
2026-07-26,10:00:00,Maharashtra,Mumbai,Thane,76,103,67,9,5.83,1.0
2026-06-06,16:00:00,Maharashtra,Mumbai,Thane,74,124,65,9,5.89,1.0
2026-07-15,01:00:00,Maharashtra,Mumbai,Bandra,52,120,47,5,4.29,1.0
2026-05-22,05:00:00,Maharashtra,Mumbai,Borivali,59,167,53,6,5.32,1.0
2026-05-01,05:00:00,Maharashtra,Mumbai,Kurla,54,192,52,2,5.25,1.01
2026-07-01,08:00:00,Maharashtra,Mumbai,Dadar,134,109,122,12,7.48,1.13
2026-07-21,15:00:00,Maharashtra,Mumbai,Dadar,56,109,56,0,5.09,1.0
2026-06-20,08:00:00,Maharashtra,Mumbai,Kurla,211,211,200,11,7.24,1.15
2026-07-05,06:00:00,Maharashtra,Mumbai,Powai,70,139,65,5,4.9,1.0
2026-07-29,01:00:00,Maharashtra,Mumbai,Dadar,37,107,36,1,4.11,1.0
2026-07-15,20:00:00,Maharashtra,Mumbai,Powai,198,179,175,23,6.02,1.13
2026-07-08,03:00:00,Maharashtra,Mumbai,Lower Parel,60,157,55,5,4.79,1.0
2026-05-30,03:00:00,Maharashtra,Mumbai,Powai,49,116,45,4,,1.0
2026-05-27,13:00:00,Maharashtra,Mumbai,,146,173,134,12,5.33,1.04
2026-05-18,04:00:00,Maharashtra,Mumbai,Bandra,35,119,34,1,4.87,1.0
2026-06-24,04:00:00,,Mumbai,Borivali,59,155,55,4,5.09,1.03
2026-07-18,22:00:00,Maharashtra,Mumbai,Kurla,119,178,115,4,5.73,1.0
2026-05-14,01:00:00,Maharashtra,Mumbai,Thane,52,78,48,4,5.92,1.02
2026-07-01,09:00:00,Maharashtra,Mumbai,Bandra,148,139,132,16,7.16,1.11
2026-05-12,06:00:00,Maharashtra,Mumbai,Bandra,89,110,83,6,5.53,1.04
2026-05-29,22:00:00,Maharashtra,Mumbai,Kurla,118,203,112,6,5.64,1.0
2026-05-04,23:00:00,Maharashtra,Mumbai,Bandra,94,128,85,9,5.11,1.0
2026-06-30,17:00:00,Maharashtra,,Andheri,242,155,207,35,7.45,1.23
2026-05-30,21:00:00,Maharashtra,Mumbai,Andheri,92,137,81,11,4.75,1.0
2026-07-27,21:00:00,Maharashtra,Mumbai,Powai,93,135,82,11,5.03,1.0
2026-07-09,04:00:00,Maharashtra,Mumbai,Dadar,47,85,44,3,4.78,1.03
2026-05-08,23:00:00,Maharashtra,Mumbai,Thane,97,109,93,4,6.2,1.01
2026-06-11,10:00:00,Maharashtra,Mumbai,Powai,115,133,110,5,5.32,1.04
2026-05-02,06:00:00,Maharashtra,Mumbai,,98,154,89,9,6.41,1.0
2026-07-28,12:00:00,Maharashtra,Mumbai,Kurla,222,207,211,11,6.56,1.05
2026-07-21,16:00:00,Maharashtra,Mumbai,Lower Parel,116,187,107,9,4.6,1.04
2026-05-01,15:00:00,Maharashtra,Mumbai,Kurla,155,186,145,10,5.14,1.0
2026-05-17,00:00:00,Maharashtra,Mumbai,Borivali,48,177,43,5,4.04,1.02
2026-06-04,17:00:00,Maharashtra,Mumbai,Andheri,222,160,194,28,7.23,1.2
2026-06-22,02:00:00,Maharashtra,Mumbai,Dadar,28,95,27,1,4.3,1.0
2026-07-13,12:00:00,Maharashtra,Mumbai,Lower Parel,164,152,145,19,6.89,1.08
2026-07-03,07:00:00,,Mumbai,Thane,167,108,140,27,,1.22
2026-07-08,03:00:00,Maharashtra,Mumbai,Bandra,51,114,45,6,4.1,1.01
2026-05-26,13:00:00,Maharashtra,Mumbai,Lower Parel,164,159,153,11,5.82,1.08
2026-06-30,02:00:00,Maharashtra,Mumbai,Andheri,61,123,55,6,5.52,1.0
2026-06-22,23:00:00,Maharashtra,Mumbai,Andheri,102,140,95,7,5.59,1.0
2026-07-18,10:00:00,Maharashtra,Mumbai,Borivali,117,182,106,11,4.42,1.0
2026-05-10,02:00:00,Maharashtra,Mumbai,Kurla,68,178,61,7,4.42,1.01
2026-05-24,10:00:00,Maharashtra,Mumbai,Andheri,118,115,111,7,5.22,1.08
2026-06-20,08:00:00,Maharashtra,Mumbai,Thane,110,130,103,7,6.02,1.1
2026-07-18,12:00:00,Maharashtra,Mumbai,Bandra,126,120,113,13,5.3,1.1
2026-05-12,22:00:00,Maharashtra,Mumbai,Dadar,59,89,53,6,6.09,1.01
2026-06-04,22:00:00,Maharashtra,Mumbai,Lower Parel,112,141,104,8,5.26,1.05
2026-05-07,10:00:00,Maharashtra,Mumbai,Dadar,75,102,68,7,5.26,1.03
2026-07-21,13:00:00,Maharashtra,Mumbai,Lower Parel,173,165,160,13,6.32,1.09
2026-06-12,01:00:00,Maharashtra,Mumbai,Thane,42,103,37,5,5.13,1.01
2026-05-29,15:00:00,,Mumbai,Thane,86,103,82,4,5.59,1.01
2026-06-11,09:00:00,Maharashtra,Mumbai,Kurla,270,219,241,29,7.28,1.1
2026-06-15,02:00:00,Maharashtra,Mumbai,Thane,27,96,24,3,4.37,1.01
2026-07-14,12:00:00,Maharashtra,Mumbai,Lower Parel,147,174,135,12,5.45,1.03
2026-07-08,21:00:00,Maharashtra,Mumbai,Andheri,93,139,90,3,4.88,1.04
2026-06-13,20:00:00,Maharashtra,Mumbai,Borivali,200,202,182,18,5.65,1.11
2026-06-23,10:00:00,Maharashtra,Mumbai,Bandra,70,136,67,3,5.52,1.05
2026-05-07,09:00:00,Maharashtra,Mumbai,Kurla,275,225,245,30,6.26,1.15
2026-07-11,23:00:00,Maharashtra,Mumbai,Borivali,133,168,120,13,5.44,1.02
2026-06-04,03:00:00,Maharashtra,Mumbai,Lower Parel,66,155,62,4,4.27,1.03
2026-05-06,18:00:00,Maharashtra,Mumbai,Borivali,318,194,275,43,7.86,1.27
2026-05-20,16:00:00,Maharashtra,Mumbai,,52,127,51,1,5.02,1.01
2026-06-16,02:00:00,Maharashtra,Mumbai,Lower Parel,70,156,66,4,5.03,1.0
2026-06-05,00:00:00,Maharashtra,Mumbai,Borivali,59,163,55,4,4.07,1.0
2026-05-14,14:00:00,Maharashtra,Mumbai,Lower Parel,149,181,141,8,5.89,1.07
2026-07-07,18:00:00,Maharashtra,Mumbai,Thane,164,110,148,16,7.21,1.19
2026-05-31,12:00:00,Maharashtra,Mumbai,Kurla,175,217,162,13,6.19,1.04
2026-05-25,01:00:00,Maharashtra,Mumbai,Kurla,58,201,57,1,4.83,1.0
2026-05-23,15:00:00,Maharashtra,Mumbai,Thane,76,,69,7,5.71,1.0
2026-06-19,19:00:00,Maharashtra,Mumbai,Powai,178,165,156,22,7.64,1.14
2026-05-19,03:00:00,Maharashtra,Mumbai,Bandra,39,115,38,1,4.2,1.01
2026-06-24,12:00:00,Maharashtra,Mumbai,Lower Parel,135,180,125,10,5.63,1.03
2026-05-02,17:00:00,Maharashtra,Mumbai,Dadar,130,98,122,8,6.71,1.13
2026-06-21,03:00:00,Maharashtra,Mumbai,Andheri,43,122,40,3,5.43,1.01
2026-05-25,01:00:00,Maharashtra,Mumbai,Dadar,33,101,30,3,4.6,1.0
2026-07-18,19:00:00,Maharashtra,Mumbai,Kurla,228,214,213,15,6.72,1.04
2026-07-23,13:00:00,Maharashtra,Mumbai,Bandra,111,129,102,9,5.13,1.0
2026-07-08,00:00:00,Maharashtra,Mumbai,Bandra,52,114,50,2,4.85,1.01
2026-07-20,11:00:00,Maharashtra,Mumbai,Powai,97,93,89,8,6.37,1.06
2026-05-25,07:00:00,Maharashtra,Mumbai,Bandra,159,119,140,19,6.21,1.18
2026-05-17,07:00:00,Maharashtra,Mumbai,Dadar,108,112,96,12,6.54,1.05
2026-07-27,01:00:00,Maharashtra,Mumbai,Borivali,68,170,62,6,4.64,1.02
2026-05-29,03:00:00,Maharashtra,Mumbai,Powai,48,116,43,5,4.17,1.0
2026-07-24,11:00:00,Maharashtra,Mumbai,Andheri,90,157,84,6,5.18,1.0
2026-05-01,14:00:00,Maharashtra,Mumbai,Kurla,205,215,192,13,6.14,1.06
2026-06-30,20:00:00,Maharashtra,Mumbai,Borivali,269,205,243,26,7.03,1.18
2026-06-22,20:00:00,Maharashtra,Mumbai,Dadar,144,99,126,18,7.27,1.19
2026-06-29,04:00:00,Maharashtra,Mumbai,Thane,39,104,39,0,3.7,1.03
2026-07-07,14:00:00,Maharashtra,Mumbai,Bandra,124,107,115,9,6.63,1.09
2026-06-02,07:00:00,Maharashtra,Mumbai,Lower Parel,224,164,198,26,8.13,1.15
2026-07-12,20:00:00,Maharashtra,Mumbai,Lower Parel,172,177,149,23,7.37,1.06
2026-05-18,21:00:00,Maharashtra,Mumbai,Bandra,79,119,72,7,4.97,1.01
2026-06-16,07:00:00,Maharashtra,Mumbai,Lower Parel,217,163,184,33,7.35,1.18
2026-05-16,01:00:00,Maharashtra,Mumbai,Bandra,42,123,37,5,5.34,1.05
2026-05-13,04:00:00,Maharashtra,Mumbai,Kurla,68,183,60,8,5.2,1.04
,10:00:00,Maharashtra,Mumbai,Dadar,72,90,68,4,5.52,1.04
2026-06-25,10:00:00,Maharashtra,Mumbai,Thane,77,115,75,2,5.91,1.0
2026-06-29,21:00:00,Maharashtra,Mumbai,Dadar,62,86,57,5,5.07,1.0
2026-07-25,18:00:00,Maharashtra,Mumbai,Lower Parel,185,169,172,13,6.66,1.07
2026-05-24,23:00:00,Maharashtra,Mumbai,Thane,81,111,73,8,5.96,1.0
2026-06-18,23:00:00,Maharashtra,Mumbai,Bandra,67,152,64,3,4.44,1.01
2026-06-17,22:00:00,Maharashtra,Mumbai,Andheri,81,146,69,12,4.82,1.02
2026-05-25,23:00:00,Maharashtra,Mumbai,Andheri,87,148,81,6,4.91,1.0
2026-05-12,08:00:00,Maharashtra,Mumbai,Thane,156,142,135,21,6.43,1.08
2026-07-26,05:00:00,Maharashtra,Mumbai,Dadar,26,99,25,1,4.46,1.0
2026-07-29,18:00:00,Maharashtra,Mumbai,Thane,192,121,169,23,7.06,1.24
2026-07-02,06:00:00,Maharashtra,Mumbai,Dadar,73,92,71,2,5.85,1.06
2026-05-09,,Maharashtra,Mumbai,Borivali,187,184,171,16,6.48,1.06
2026-06-24,17:00:00,Maharashtra,Mumbai,Andheri,192,148,176,16,7.13,1.19
2026-07-28,01:00:00,Maharashtra,Mumbai,Thane,39,101,36,3,5.27,1.0
2026-05-29,15:00:00,Maharashtra,Mumbai,Powai,85,127,82,3,5.38,1.0
2026-05-31,11:00:00,Maharashtra,Mumbai,Andheri,100,145,93,7,4.77,1.0
2026-07-06,09:00:00,Maharashtra,Mumbai,Bandra,171,118,152,19,7.2,1.19
2026-06-09,22:00:00,Maharashtra,Mumbai,Borivali,122,154,113,9,5.61,1.0
2026-07-08,01:00:00,Maharashtra,Mumbai,Kurla,92,189,84,8,4.99,1.0
2026-06-11,18:00:00,Maharashtra,Mumbai,Thane,182,111,164,18,7.75,1.27
2026-06-20,21:00:00,Maharashtra,Mumbai,Andheri,86,145,77,9,5.03,1.0
2026-07-23,14:00:00,Maharashtra,Mumbai,Dadar,88,130,84,4,5.05,1.01
2026-06-30,23:00:00,Maharashtra,Mumbai,Lower Parel,120,151,109,11,6.11,1.02
2026-05-17,05:00:00,Maharashtra,Mumbai,Lower Parel,41,158,40,1,4.07,1.02
2026-05-04,03:00:00,Maharashtra,Mumbai,Borivali,80,188,74,6,5.38,1.03
2026-07-13,05:00:00,Maharashtra,Mumbai,Andheri,43,146,42,1,4.41,1.0
2026-07-21,09:00:00,Maharashtra,Mumbai,Kurla,244,216,215,29,5.97,1.14
2026-07-17,13:00:00,Maharashtra,Mumbai,Lower Parel,149,172,132,17,4.78,1.03
2026-07-26,23:00:00,Maharashtra,Mumbai,Kurla,116,184,111,5,4.97,1.0
2026-06-22,07:00:00,Maharashtra,Mumbai,Borivali,220,184,197,23,6.96,1.13
2026-06-19,05:00:00,Maharashtra,Mumbai,Thane,48,139,45,3,4.26,1.0
2026-06-01,18:00:00,Maharashtra,Mumbai,Bandra,190,156,167,23,7.28,1.12
2026-06-27,02:00:00,Maharashtra,Mumbai,Andheri,40,,37,3,5.18,1.04
2026-06-09,11:00:00,Maharashtra,Mumbai,Kurla,150,175,141,9,6.49,1.0
2026-06-13,06:00:00,Maharashtra,Mumbai,Dadar,66,118,61,5,5.25,1.0
2026-07-20,11:00:00,Maharashtra,Mumbai,Borivali,128,190,117,11,4.67,1.0
2026-06-20,11:00:00,Maharashtra,Mumbai,Powai,78,136,73,5,5.67,1.0
2026-06-24,20:00:00,Maharashtra,Mumbai,Powai,209,146,189,20,7.32,1.2
2026-05-15,05:00:00,Maharashtra,Mumbai,Dadar,32,99,30,2,4.38,1.04
2026-07-09,00:00:00,Maharashtra,Mumbai,Dadar,19,96,17,2,5.09,1.0
2026-07-11,11:00:00,Maharashtra,Mumbai,Powai,116,130,110,6,5.28,1.05
2026-06-24,05:00:00,Maharashtra,Mumbai,Lower Parel,64,147,58,6,4.35,1.01
2026-05-27,22:00:00,Maharashtra,Mumbai,Lower Parel,106,148,99,7,6.35,1.01
2026-06-14,00:00:00,Maharashtra,Mumbai,Borivali,78,169,74,4,4.43,1.0
2026-06-04,22:00:00,Maharashtra,Mumbai,Thane,89,138,85,4,5.09,1.0
2026-07-23,00:00:00,Maharashtra,Mumbai,Kurla,63,178,61,2,4.18,1.04
2026-07-21,00:00:00,Maharashtra,Mumbai,Andheri,52,149,46,6,3.98,1.03
2026-07-13,13:00:00,Maharashtra,Mumbai,Kurla,220,185,201,19,6.43,1.09
2026-06-14,05:00:00,Maharashtra,Mumbai,Thane,43,122,38,5,4.97,1.02
2026-05-04,18:00:00,Maharashtra,Mumbai,Borivali,267,207,236,31,8.16,1.18
2026-05-19,05:00:00,Maharashtra,Mumbai,Dadar,34,81,29,5,4.45,1.02
2026-05-29,14:00:00,Maharashtra,Mumbai,Lower Parel,156,180,144,12,6.63,1.07
2026-06-26,03:00:00,Maharashtra,Mumbai,Andheri,47,145,43,4,3.76,1.02
2026-07-01,05:00:00,Maharashtra,Mumbai,Kurla,83,176,77,6,5.4,1.0
2026-07-12,16:00:00,Maharashtra,Mumbai,Dadar,74,84,68,6,6.29,1.04
2026-05-08,17:00:00,Maharashtra,Mumbai,Bandra,191,138,166,25,6.49,1.23
2026-06-24,23:00:00,Maharashtra,Mumbai,Powai,78,158,73,5,5.52,1.0
2026-05-15,09:00:00,Maharashtra,Mumbai,Thane,131,144,117,14,6.82,1.08
2026-05-30,21:00:00,Maharashtra,Mumbai,,72,100,66,6,7.09,1.01
2026-07-07,17:00:00,Maharashtra,Mumbai,Thane,188,108,168,20,7.76,1.29
2026-06-12,12:00:00,Maharashtra,Mumbai,Powai,121,140,112,9,5.34,1.06
2026-06-05,03:00:00,Maharashtra,Mumbai,Dadar,39,73,37,2,5.39,1.01
2026-05-19,13:00:00,Maharashtra,Mumbai,Thane,88,103,83,5,,1.05
,10:00:00,Maharashtra,Mumbai,Andheri,86,,82,4,4.61,1.01
2026-06-25,17:00:00,Maharashtra,Mumbai,Bandra,176,120,155,21,6.82,1.16
2026-05-24,12:00:00,Maharashtra,Mumbai,Andheri,134,162,122,12,6.14,1.03
2026-05-24,19:00:00,Maharashtra,Mumbai,Lower Parel,167,188,154,13,6.87,1.07
2026-06-21,06:00:00,Maharashtra,Mumbai,Kurla,116,214,108,8,5.13,1.0
2026-06-06,12:00:00,Maharashtra,Mumbai,Bandra,115,128,98,17,6.28,1.01
2026-06-19,09:00:00,Maharashtra,Mumbai,Dadar,106,123,98,8,5.45,1.11
2026-05-13,09:00:00,Maharashtra,Mumbai,Dadar,130,,116,14,6.98,1.17
2026-05-10,16:00:00,Maharashtra,Mumbai,Borivali,124,165,112,12,5.59,1.0
2026-05-07,08:00:00,Maharashtra,Mumbai,Andheri,202,155,177,25,6.41,1.19
2026-05-04,14:00:00,Maharashtra,Mumbai,Andheri,152,146,140,12,6.19,1.03
2026-06-13,22:00:00,Maharashtra,Mumbai,Powai,85,111,77,8,6.27,1.01
2026-06-10,11:00:00,Maharashtra,Mumbai,Lower Parel,116,184,105,11,4.73,1.0
2026-05-08,04:00:00,Maharashtra,Mumbai,Andheri,64,119,59,5,4.08,1.04
2026-07-25,08:00:00,Maharashtra,Mumbai,Thane,95,119,89,6,,1.05
2026-06-16,07:00:00,Maharashtra,Mumbai,Borivali,233,197,203,30,6.94,1.15
2026-05-05,16:00:00,Maharashtra,Mumbai,Lower Parel,119,154,112,7,,1.01
2026-05-18,05:00:00,Maharashtra,Mumbai,Thane,29,106,28,1,4.54,1.0
2026-05-14,18:00:00,Maharashtra,Mumbai,Andheri,239,164,212,27,8.08,1.21
2026-07-14,10:00:00,Maharashtra,Mumbai,Lower Parel,113,175,104,9,5.44,1.0
2026-05-04,07:00:00,Maharashtra,Mumbai,Bandra,163,123,148,15,7.25,1.16
2026-05-26,15:00:00,Maharashtra,Mumbai,Borivali,115,174,111,4,5.46,1.0
2026-05-08,06:00:00,Maharashtra,Mumbai,Andheri,113,153,102,11,5.34,1.0
2026-05-06,06:00:00,Maharashtra,Mumbai,Powai,104,127,95,9,6.1,1.01
2026-05-04,10:00:00,Maharashtra,Mumbai,Andheri,96,138,91,5,5.55,1.0
2026-05-01,11:00:00,Maharashtra,Mumbai,Bandra,85,112,76,9,4.7,1.0
2026-05-19,18:00:00,Maharashtra,Mumbai,Bandra,189,136,165,24,8.07,1.17
2026-06-17,21:00:00,Maharashtra,Mumbai,Borivali,99,188,92,7,5.15,1.0
2026-06-10,18:00:00,Maharashtra,Mumbai,Lower Parel,246,169,220,26,7.33,1.18
2026-06-16,03:00:00,Maharashtra,Mumbai,Thane,37,112,32,5,4.61,1.0
2026-07-28,03:00:00,Maharashtra,Mumbai,Thane,35,110,33,2,5.31,1.0
2026-06-06,23:00:00,Maharashtra,Mumbai,Powai,91,130,87,4,5.58,1.0
2026-06-28,03:00:00,Maharashtra,Mumbai,Bandra,34,81,33,1,5.33,1.01
2026-06-05,02:00:00,Maharashtra,Mumbai,Thane,39,116,35,4,5.2,1.01
2026-07-21,08:00:00,Maharashtra,Mumbai,Borivali,248,204,223,25,6.06,1.17
2026-07-19,19:00:00,Maharashtra,Mumbai,Thane,125,106,113,12,7.13,1.11
2026-05-24,04:00:00,Maharashtra,,Bandra,28,107,27,1,4.27,1.0
2026-06-27,11:00:00,Maharashtra,Mumbai,Dadar,77,107,71,6,5.38,1.02
2026-06-18,00:00:00,Maharashtra,Mumbai,Kurla,56,179,55,1,4.8,1.01
2026-05-09,07:00:00,Maharashtra,Mumbai,Lower Parel,179,166,162,17,5.15,1.09
2026-06-11,22:00:00,Maharashtra,Mumbai,Andheri,125,129,119,6,5.85,1.03
2026-07-01,05:00:00,Maharashtra,Mumbai,Dadar,38,92,35,3,5.51,1.0
2026-07-17,17:00:00,Maharashtra,Mumbai,Bandra,178,148,167,11,7.95,1.14
,09:00:00,Maharashtra,Mumbai,Thane,160,122,143,17,7.32,1.15
2026-06-11,21:00:00,Maharashtra,Mumbai,Kurla,165,210,151,14,5.75,1.0
2026-07-05,18:00:00,Maharashtra,Mumbai,Andheri,175,162,160,15,6.36,1.07
